date,branch_id,region,recruited_today,disbursed_amount_ksh,daily_dues_ksh,collected_ksh,missed_calls,arrears_new_ksh,par_percent,daily_target_ksh
2024-11-28,BR050,Coast,10,15950,36910,31944,2,4,6.0,1100000
2024-11-29,BR050,Coast,6,10262,40877,29117,0,0,1.61,1100000
2024-11-30,BR050,Coast,2,14228,31669,29115,2,0,4.94,1100000
2024-12-01,BR050,Coast,12,9754,30874,26532,0,1,5.53,1100000
2024-12-02,BR050,Coast,4,3302,41539,30495,2,3,5.26,1100000
2024-12-03,BR050,Coast,14,5031,34997,30172,3,3,5.16,1100000
2024-12-04,BR050,Coast,8,7662,37543,26492,0,0,4.36,1100000
2024-12-05,BR050,Coast,2,6914,36230,27266,2,0,3.18,1100000
2024-12-06,BR050,Coast,10,4385,41314,33074,2,0,2.58,1100000
2024-12-07,BR050,Coast,10,6675,33305,25305,3,2,1.65,1100000
2024-12-08,BR050,Coast,8,10834,37514,31246,2,0,2.67,1100000
2024-12-09,BR050,Coast,12,4578,38525,26205,1,1,1.3,1100000
2024-12-10,BR050,Coast,8,9750,31553,21137,0,1,0.83,1100000
2024-12-11,BR050,Coast,10,12709,38509,26337,2,2,2.53,1100000
2024-12-12,BR050,Coast,6,6680,37260,29838,2,1,1.1,1100000
2024-12-13,BR050,Coast,6,16924,40386,39359,2,1,2.29,1100000
2024-12-14,BR050,Coast,4,10290,42012,38342,3,1,4.13,1100000
2024-12-15,BR050,Coast,10,10425,29939,25713,3,1,1.13,1100000
2024-12-16,BR050,Coast,8,6285,31227,28037,1,0,5.2,1100000
2024-12-17,BR050,Coast,6,6111,32064,21855,4,1,1.19,1100000
2024-12-18,BR050,Coast,4,10830,38874,39625,5,0,4.78,1100000
2024-12-19,BR050,Coast,8,9398,33473,24246,1,2,2.2,1100000
2024-12-20,BR050,Coast,10,10571,34394,23592,4,0,1.43,1100000
2024-12-21,BR050,Coast,8,8024,31298,28366,4,1,4.27,1100000
2024-12-22,BR050,Coast,16,8662,39743,26215,2,2,3.4,1100000
2024-12-23,BR050,Coast,10,10957,34218,33448,3,0,3.61,1100000
2024-12-24,BR050,Coast,2,8868,32185,21410,2,0,4.48,1100000
2024-12-25,BR050,Coast,4,8410,29951,24637,3,0,5.8,1100000
2024-12-26,BR050,Coast,6,10208,40761,41739,0,0,5.36,1100000
2024-12-27,BR050,Coast,6,5735,32339,33689,4,1,3.89,1100000
2024-12-28,BR050,Coast,10,9280,43351,43130,5,3,0.67,1100000
2024-12-29,BR050,Coast,4,14660,41428,30906,2,2,1.28,1100000
2024-12-30,BR050,Coast,12,8892,40712,41011,1,1,3.31,1100000
2024-12-31,BR050,Coast,10,15581,40006,32037,2,1,3.39,1100000
2025-01-01,BR050,Coast,8,10973,42577,30300,3,2,0.74,1100000
2025-01-02,BR050,Coast,14,5780,42619,38953,1,2,5.01,1100000
2025-01-03,BR050,Coast,8,5031,38819,26612,1,1,4.72,1100000
2025-01-04,BR050,Coast,8,7662,41047,42770,1,0,2.17,1100000
2025-01-05,BR050,Coast,12,1728,40355,35715,1,2,2.47,1100000
2025-01-06,BR050,Coast,6,15788,38744,35067,3,0,4.0,1100000
2025-01-07,BR050,Coast,10,7120,31224,30974,0,1,1.92,1100000
2025-01-08,BR050,Coast,14,6771,33155,32306,3,1,2.76,1100000
2025-01-09,BR050,Coast,6,3433,37984,26808,0,1,4.85,1100000
2025-01-10,BR050,Coast,12,5571,35026,33516,3,0,2.05,1100000
2025-01-11,BR050,Coast,2,8472,40327,38473,2,1,3.48,1100000
2025-01-12,BR050,Coast,6,5725,32407,24604,2,1,3.23,1100000
2025-01-13,BR050,Coast,8,5802,32012,28917,2,1,1.96,1100000
2025-01-14,BR050,Coast,10,6125,42363,33082,2,1,4.14,1100000
2025-01-15,BR050,Coast,6,8935,42510,32994,1,2,5.03,1100000
2025-01-16,BR050,Coast,4,10057,35752,34087,1,2,3.71,1100000
2025-01-17,BR050,Coast,6,6111,42169,38626,0,1,4.2,1100000
2025-01-18,BR050,Coast,4,9025,40969,35078,1,2,2.58,1100000
2025-01-19,BR050,Coast,16,8354,42029,28860,1,0,1.35,1100000
2025-01-20,BR050,Coast,10,14271,30150,23261,0,0,1.56,1100000
2025-01-21,BR050,Coast,8,7489,42314,43882,2,0,2.53,1100000
2025-01-22,BR050,Coast,4,24364,36389,30494,0,1,3.01,1100000
2025-01-23,BR050,Coast,4,6574,31749,23273,3,4,4.55,1100000
2025-01-24,BR050,Coast,4,11640,34512,28713,2,1,1.22,1100000
2025-01-25,BR050,Coast,12,25232,37879,30451,1,3,1.23,1100000
2025-01-26,BR050,Coast,4,20417,40534,31639,2,3,1.76,1100000
2025-01-27,BR050,Coast,10,17207,38994,31916,0,2,4.83,1100000
2025-01-28,BR050,Coast,4,13920,31730,30979,3,0,2.02,1100000
2025-01-29,BR050,Coast,12,11728,35893,29946,6,2,4.87,1100000
2025-01-30,BR050,Coast,14,8892,33226,24210,1,1,1.09,1100000
2025-01-31,BR050,Coast,4,7491,38631,30811,2,0,4.08,1100000
2025-02-01,BR050,Coast,6,8535,32059,26638,3,0,4.74,1100000
2025-02-02,BR050,Coast,6,9289,39764,38323,1,2,4.42,1100000
2025-02-03,BR050,Coast,14,10062,39460,34113,3,0,5.41,1100000
2025-02-04,BR050,Coast,10,11494,30598,23077,3,1,3.46,1100000
2025-02-05,BR050,Coast,10,11667,43453,31782,2,1,3.07,1100000
2025-02-06,BR050,Coast,10,6578,37725,30004,1,1,3.91,1100000
2025-02-07,BR050,Coast,12,8010,35561,32335,1,1,5.47,1100000
2025-02-08,BR050,Coast,12,8125,40372,31177,3,1,2.09,1100000
2025-02-09,BR050,Coast,6,15109,39315,35546,1,0,2.94,1100000
2025-02-10,BR050,Coast,6,8357,43625,45293,2,1,0.68,1100000
2025-02-11,BR050,Coast,6,5648,32543,26158,4,0,3.66,1100000
2025-02-12,BR050,Coast,6,7157,29879,24627,4,2,3.36,1100000
2025-02-13,BR050,Coast,2,10880,37881,35121,1,1,1.19,1100000
2025-02-14,BR050,Coast,6,13475,33467,29168,4,1,2.46,1100000
2025-02-15,BR050,Coast,8,6205,43476,29423,3,2,3.83,1100000
2025-02-16,BR050,Coast,0,10057,42602,40075,1,2,1.97,1100000
2025-02-17,BR050,Coast,2,8912,38347,38982,3,1,5.6,1100000
2025-02-18,BR050,Coast,4,7735,33212,21700,0,0,0.94,1100000
2025-02-19,BR050,Coast,4,7309,36501,37139,0,1,4.33,1100000
2025-02-20,BR050,Coast,8,11100,32505,31005,2,3,3.45,1100000
2025-02-21,BR050,Coast,8,5350,31626,30715,5,1,4.9,1100000
2025-02-22,BR050,Coast,4,14618,31716,26465,2,1,3.84,1100000
2025-02-23,BR050,Coast,6,9861,31645,23742,3,1,1.79,1100000
2025-02-24,BR050,Coast,16,9977,38881,26478,2,1,5.16,1100000
2025-02-25,BR050,Coast,2,12616,38535,26698,2,0,3.06,1100000
2025-02-26,BR050,Coast,10,12760,33322,22978,2,0,2.56,1100000
2025-02-27,BR050,Coast,8,11471,39579,31872,3,0,1.32,1100000
2025-02-28,BR050,Coast,8,8120,34684,27981,2,1,1.32,1100000
2025-03-01,BR050,Coast,10,6096,31335,21758,2,0,0.74,1100000
2025-03-02,BR050,Coast,6,3715,35451,30339,2,0,1.14,1100000
2025-03-03,BR050,Coast,6,10062,36514,35088,0,0,0.89,1100000
2025-03-04,BR050,Coast,8,5321,41592,36518,1,1,4.21,1100000
2025-03-05,BR050,Coast,12,8642,40648,36401,0,0,1.45,1100000
2025-03-06,BR050,Coast,18,11841,32897,22551,2,0,3.7,1100000
2025-03-07,BR050,Coast,6,14685,43854,41206,2,3,1.04,1100000
2025-03-08,BR050,Coast,12,10157,30623,25444,4,1,1.42,1100000
2025-03-09,BR050,Coast,18,4578,42372,33269,2,1,3.65,1100000
2025-03-10,BR050,Coast,8,9285,35035,28263,5,1,5.85,1100000
2025-03-11,BR050,Coast,8,8472,40625,32765,0,3,3.65,1100000
2025-03-12,BR050,Coast,2,9542,40821,39479,1,1,3.35,1100000
2025-03-13,BR050,Coast,10,14507,43769,29830,2,0,4.36,1100000
2025-03-14,BR050,Coast,8,10780,43812,33970,1,2,0.62,1100000
2025-03-15,BR050,Coast,14,4964,37767,30011,2,0,3.41,1100000
2025-03-16,BR050,Coast,10,5028,34424,28820,2,0,2.22,1100000
2025-03-17,BR050,Coast,10,7130,31084,25660,1,2,4.05,1100000
2025-03-18,BR050,Coast,4,17018,29576,25859,4,2,2.45,1100000
2025-03-19,BR050,Coast,8,10965,32306,25464,0,1,2.91,1100000
2025-03-20,BR050,Coast,16,6342,32595,22264,1,0,3.11,1100000
2025-03-21,BR050,Coast,12,13375,37481,35808,1,1,4.63,1100000
2025-03-22,BR050,Coast,10,11911,43233,34049,2,1,2.28,1100000
2025-03-23,BR050,Coast,10,11505,34462,32395,2,3,3.29,1100000
2025-03-24,BR050,Coast,12,1385,33516,24404,2,1,0.79,1100000
2025-03-25,BR050,Coast,2,11775,31059,25871,1,1,5.59,1100000
2025-03-26,BR050,Coast,6,11342,32090,26796,4,1,5.01,1100000
2025-03-27,BR050,Coast,10,8030,31783,26392,2,1,2.17,1100000
2025-03-28,BR050,Coast,16,8700,35839,27816,6,2,3.27,1100000
2025-03-29,BR050,Coast,6,11728,43770,42292,2,2,3.58,1100000
2025-03-30,BR050,Coast,16,11857,43495,42640,1,0,0.94,1100000
2025-03-31,BR050,Coast,10,10787,32914,23114,1,1,3.03,1100000
2025-04-01,BR050,Coast,10,9754,32735,28391,1,0,1.02,1100000
2025-04-02,BR050,Coast,8,9908,30166,24597,2,2,4.8,1100000
2025-04-03,BR050,Coast,10,13836,30180,19749,1,2,3.66,1100000
2025-04-04,BR050,Coast,12,4257,36212,30584,4,2,2.08,1100000
2025-04-05,BR050,Coast,4,2160,32219,29161,4,0,5.41,1100000
2025-04-06,BR050,Coast,6,4385,40176,33708,2,0,4.27,1100000
2025-04-07,BR050,Coast,10,6675,40615,34742,3,1,1.9,1100000
2025-04-08,BR050,Coast,8,6320,33615,26329,3,2,4.17,1100000
2025-04-09,BR050,Coast,2,9157,37779,36105,1,0,1.5,1100000
2025-04-10,BR050,Coast,4,9285,42076,33298,2,3,0.58,1100000
2025-04-11,BR050,Coast,2,12709,36111,33662,1,0,1.6,1100000
2025-04-12,BR050,Coast,2,13121,30673,26561,2,2,2.21,1100000
2025-04-13,BR050,Coast,8,8704,35844,35506,0,1,1.63,1100000
2025-04-14,BR050,Coast,16,14700,40449,29623,3,0,5.65,1100000
2025-04-15,BR050,Coast,12,7446,41896,43982,1,1,5.32,1100000
2025-04-16,BR050,Coast,12,10057,42945,37655,3,3,1.97,1100000
2025-04-17,BR050,Coast,4,6111,33422,24948,3,1,3.45,1100000
2025-04-18,BR050,Coast,14,9025,31937,22754,2,0,3.65,1100000
2025-04-19,BR050,Coast,6,10965,39454,26493,2,2,4.05,1100000
2025-04-20,BR050,Coast,8,10571,43301,33423,4,1,2.86,1100000
2025-04-21,BR050,Coast,16,7489,33378,24745,1,0,5.84,1100000
2025-04-22,BR050,Coast,12,7580,42688,28767,2,3,2.35,1100000
2025-04-23,BR050,Coast,10,8217,41980,30189,2,0,3.53,1100000
2025-04-24,BR050,Coast,14,8868,38738,37646,1,2,3.82,1100000
2025-04-25,BR050,Coast,0,16821,32422,25246,3,2,1.28,1100000
2025-04-26,BR050,Coast,2,12477,42807,31785,2,0,5.9,1100000
2025-04-27,BR050,Coast,4,12045,32651,31477,1,0,2.75,1100000
2025-04-28,BR050,Coast,10,8120,37379,31495,1,2,5.1,1100000
2025-04-29,BR050,Coast,6,10555,38390,33335,1,1,3.53,1100000
2025-04-30,BR050,Coast,6,4742,37315,24479,0,0,2.78,1100000
2024-11-01,BR051,Nyanza,6,9144,36103,23694,2,0,0.91,1100000
2024-11-02,BR051,Nyanza,8,8257,38573,37760,2,0,0.61,1100000
2024-11-03,BR051,Nyanza,10,14675,32598,26130,0,0,2.66,1100000
2024-11-04,BR051,Nyanza,22,14900,41721,43645,4,1,3.15,1100000
2024-11-05,BR051,Nyanza,10,12964,35012,25719,2,1,5.78,1100000
2024-11-06,BR051,Nyanza,6,11402,43734,33379,1,1,2.92,1100000
2024-11-07,BR051,Nyanza,4,10680,37273,36449,4,0,5.11,1100000
2024-11-08,BR051,Nyanza,16,16251,38511,26218,1,0,4.29,1100000
2024-11-09,BR051,Nyanza,10,6867,34826,31475,4,1,4.4,1100000
2024-11-10,BR051,Nyanza,4,10446,33247,27313,0,0,4.25,1100000
2024-11-11,BR051,Nyanza,6,7060,38177,34372,2,0,3.01,1100000
2024-11-12,BR051,Nyanza,8,12405,31005,27650,2,1,0.74,1100000
2024-11-13,BR051,Nyanza,12,21760,35133,25481,0,0,2.09,1100000
2024-11-14,BR051,Nyanza,8,10780,33499,32131,1,1,5.63,1100000
2024-11-15,BR051,Nyanza,4,7942,42339,44414,0,1,0.78,1100000
2024-11-16,BR051,Nyanza,6,3017,34914,32685,3,2,5.27,1100000
2024-11-17,BR051,Nyanza,4,11204,42552,37189,0,1,5.15,1100000
2024-11-18,BR051,Nyanza,6,10314,33061,32441,1,3,2.88,1100000
2024-11-19,BR051,Nyanza,16,8354,35531,24581,1,0,4.84,1100000
2024-11-20,BR051,Nyanza,2,6342,34521,31925,1,0,3.84,1100000
2024-11-21,BR051,Nyanza,10,13910,43096,32909,0,1,3.86,1100000
2024-11-22,BR051,Nyanza,4,8121,35289,34433,3,1,3.42,1100000
2024-11-23,BR051,Nyanza,6,6574,33844,29221,0,1,5.32,1100000
2024-11-24,BR051,Nyanza,8,7759,42127,33905,1,2,4.88,1100000
2024-11-25,BR051,Nyanza,2,11214,33136,24081,1,0,3.88,1100000
2024-11-26,BR051,Nyanza,12,15596,36501,29466,2,0,4.53,1100000
2024-11-27,BR051,Nyanza,8,8030,37823,35726,2,0,2.28,1100000
2024-11-28,BR051,Nyanza,14,11600,32394,33165,1,0,3.8,1100000
2024-11-29,BR051,Nyanza,6,16126,38645,26649,2,2,5.48,1100000
2024-11-30,BR051,Nyanza,10,13042,39365,29735,2,2,2.37,1100000
2024-12-01,BR051,Nyanza,8,12192,42228,41514,3,1,2.39,1100000
2024-12-02,BR051,Nyanza,8,9908,40893,35485,0,3,3.9,1100000
2024-12-03,BR051,Nyanza,10,6289,40204,26210,2,0,2.1,1100000
2024-12-04,BR051,Nyanza,4,16602,36256,24328,0,0,3.49,1100000
2024-12-05,BR051,Nyanza,0,2592,34263,34175,2,2,2.62,1100000
2024-12-06,BR051,Nyanza,6,17104,37578,30343,4,1,5.76,1100000
2024-12-07,BR051,Nyanza,8,16020,35557,34132,3,1,1.54,1100000
2024-12-08,BR051,Nyanza,10,10157,33175,26026,1,1,1.4,1100000
2024-12-09,BR051,Nyanza,6,7325,40148,38528,6,0,2.87,1100000
2024-12-10,BR051,Nyanza,4,10446,40084,34683,1,1,0.57,1100000
2024-12-11,BR051,Nyanza,2,10355,36174,25787,1,1,0.94,1100000
2024-12-12,BR051,Nyanza,10,8350,41262,40716,4,2,5.38,1100000
2024-12-13,BR051,Nyanza,8,5802,36737,37474,2,2,3.77,1100000
2024-12-14,BR051,Nyanza,12,11760,32321,24306,2,1,5.02,1100000
2024-12-15,BR051,Nyanza,14,6950,33652,31217,4,2,2.55,1100000
2024-12-16,BR051,Nyanza,2,9051,38880,32572,3,3,2.41,1100000
2024-12-17,BR051,Nyanza,6,9167,33158,26504,1,0,3.77,1100000
2024-12-18,BR051,Nyanza,8,9282,43822,42294,4,0,5.44,1100000
2024-12-19,BR051,Nyanza,12,6526,33845,27714,0,0,4.09,1100000
2024-12-20,BR051,Nyanza,6,23785,38078,30034,6,0,0.61,1100000
2024-12-21,BR051,Nyanza,8,9362,43033,29805,3,1,3.28,1100000
2024-12-22,BR051,Nyanza,10,10828,43245,36958,3,0,5.72,1100000
2024-12-23,BR051,Nyanza,14,19722,33782,28711,0,0,1.98,1100000
2024-12-24,BR051,Nyanza,6,9977,31826,31254,1,0,5.47,1100000
2024-12-25,BR051,Nyanza,8,8971,29687,30227,1,2,5.16,1100000
2024-12-26,BR051,Nyanza,14,2268,31172,31062,2,1,0.59,1100000
2024-12-27,BR051,Nyanza,16,10324,37162,26036,0,0,2.71,1100000
2024-12-28,BR051,Nyanza,6,8700,41369,36195,1,1,5.39,1100000
2024-12-29,BR051,Nyanza,12,10262,29582,20102,3,0,3.18,1100000
2024-12-30,BR051,Nyanza,10,17785,32991,24039,2,3,1.1,1100000
2024-12-31,BR051,Nyanza,4,14982,36127,32585,0,0,5.2,1100000
2025-01-01,BR051,Nyanza,4,12192,31576,20874,2,0,0.71,1100000
2025-01-02,BR051,Nyanza,20,13624,40012,39934,3,1,1.01,1100000
2025-01-03,BR051,Nyanza,4,13836,37897,28839,3,2,3.87,1100000
2025-01-04,BR051,Nyanza,6,5960,41113,37911,7,0,1.02,1100000
2025-01-05,BR051,Nyanza,4,9507,37889,34500,1,1,5.99,1100000
2025-01-06,BR051,Nyanza,12,5262,43818,35428,3,1,4.29,1100000
2025-01-07,BR051,Nyanza,14,6675,34745,23471,2,1,4.16,1100000
2025-01-08,BR051,Nyanza,4,18960,42926,29146,3,1,1.63,1100000
2025-01-09,BR051,Nyanza,2,13735,43308,33874,1,1,1.62,1100000
2025-01-10,BR051,Nyanza,6,6500,43612,28560,2,1,5.65,1100000
2025-01-11,BR051,Nyanza,6,15298,34732,35032,4,0,5.8,1100000
2025-01-12,BR051,Nyanza,14,7634,35288,32825,2,2,3.42,1100000
2025-01-13,BR051,Nyanza,14,8704,31753,27789,0,1,5.44,1100000
2025-01-14,BR051,Nyanza,8,5880,33481,27793,1,0,1.34,1100000
2025-01-15,BR051,Nyanza,4,9928,38779,39994,5,2,1.61,1100000
2025-01-16,BR051,Nyanza,14,13577,34545,29536,1,0,3.47,1100000
2025-01-17,BR051,Nyanza,4,11458,31645,22566,1,3,3.76,1100000
2025-01-18,BR051,Nyanza,8,13408,30939,26784,0,0,2.05,1100000
2025-01-19,BR051,Nyanza,10,7309,39397,34842,0,1,5.31,1100000
2025-01-20,BR051,Nyanza,6,9514,36255,27482,1,1,5.66,1100000
2025-01-21,BR051,Nyanza,4,11769,42831,35528,1,1,1.28,1100000
2025-01-22,BR051,Nyanza,6,14618,33222,30460,3,0,3.64,1100000
2025-01-23,BR051,Nyanza,8,8765,40679,39795,5,1,4.21,1100000
2025-01-24,BR051,Nyanza,4,8868,30857,21542,3,2,3.81,1100000
2025-01-25,BR051,Nyanza,14,16821,41074,42809,1,1,3.91,1100000
2025-01-26,BR051,Nyanza,2,7940,41585,36338,3,0,5.89,1100000
2025-01-27,BR051,Nyanza,14,4301,36754,37434,1,0,2.42,1100000
2025-01-28,BR051,Nyanza,10,5800,32886,25300,0,0,3.16,1100000
2025-01-29,BR051,Nyanza,14,14074,38815,25264,1,0,4.02,1100000
2025-01-30,BR051,Nyanza,12,16007,43950,28949,1,1,3.8,1100000
2025-01-31,BR051,Nyanza,16,7491,33284,26159,3,2,1.38,1100000
2025-02-01,BR051,Nyanza,2,17273,31433,24687,2,0,5.88,1100000
2025-02-02,BR051,Nyanza,8,7225,37161,32525,2,1,3.85,1100000
2025-02-03,BR051,Nyanza,6,7337,32825,27410,3,0,4.01,1100000
2025-02-04,BR051,Nyanza,8,10642,34252,24396,1,2,1.24,1100000
2025-02-05,BR051,Nyanza,6,3241,33340,24734,5,0,1.16,1100000
2025-02-06,BR051,Nyanza,8,14472,36753,35022,1,1,1.54,1100000
2025-02-07,BR051,Nyanza,2,5340,36077,35121,1,0,4.2,1100000
2025-02-08,BR051,Nyanza,6,9931,41962,34397,0,0,2.22,1100000
2025-02-09,BR051,Nyanza,10,3433,41499,35779,1,2,5.13,1100000
2025-02-10,BR051,Nyanza,6,2785,41630,40778,2,0,3.75,1100000
2025-02-11,BR051,Nyanza,6,15533,33737,33624,3,0,2.03,1100000
2025-02-12,BR051,Nyanza,6,15507,33178,31187,2,1,1.04,1100000
2025-02-13,BR051,Nyanza,8,7253,36227,24039,1,1,0.94,1100000
2025-02-14,BR051,Nyanza,10,10290,42352,42832,2,0,3.52,1100000
2025-02-15,BR051,Nyanza,8,8687,29901,24310,1,0,2.68,1100000
2025-02-16,BR051,Nyanza,2,9051,38821,25966,3,1,1.25,1100000
2025-02-17,BR051,Nyanza,2,8148,39287,32483,1,1,5.9,1100000
2025-02-18,BR051,Nyanza,14,3094,31681,30268,3,8,1.49,1100000
2025-02-19,BR051,Nyanza,6,11748,42563,44395,2,1,4.52,1100000
2025-02-20,BR051,Nyanza,10,11892,36408,24697,2,3,3.9,1100000
2025-02-21,BR051,Nyanza,8,9630,43295,29996,1,0,2.73,1100000
2025-02-22,BR051,Nyanza,6,8662,43174,44102,0,3,4.89,1100000
2025-02-23,BR051,Nyanza,8,8217,33856,29798,3,1,2.92,1100000
2025-02-24,BR051,Nyanza,8,12471,41916,40202,0,1,1.22,1100000
2025-02-25,BR051,Nyanza,10,8971,39002,40802,2,0,4.23,1100000
2025-02-26,BR051,Nyanza,22,9925,40199,29020,1,2,5.5,1100000
2025-02-27,BR051,Nyanza,6,10324,37962,36210,2,1,5.52,1100000
2025-02-28,BR051,Nyanza,10,4350,33230,31759,1,2,0.76,1100000
2025-03-01,BR051,Nyanza,4,5690,39283,33370,1,1,3.9,1100000
2025-03-02,BR051,Nyanza,10,5780,32660,25435,2,1,2.21,1100000
2025-03-03,BR051,Nyanza,10,6708,42565,43712,0,2,1.88,1100000
2025-03-04,BR051,Nyanza,2,5321,30827,27533,2,1,2.34,1100000
2025-03-05,BR051,Nyanza,4,3457,34345,27595,2,1,2.71,1100000
2025-03-06,BR051,Nyanza,10,5262,34907,28821,2,2,2.81,1100000
2025-03-07,BR051,Nyanza,10,7120,42375,40626,3,0,2.11,1100000
2025-03-08,BR051,Nyanza,10,6320,36123,24723,1,0,5.52,1100000
2025-03-09,BR051,Nyanza,10,12591,33957,33438,2,2,1.18,1100000
2025-03-10,BR051,Nyanza,6,7428,41256,36988,3,0,5.91,1100000
2025-03-11,BR051,Nyanza,10,12709,39004,28582,0,1,3.53,1100000
2025-03-12,BR051,Nyanza,2,11928,33892,26085,1,1,1.15,1100000
2025-03-13,BR051,Nyanza,8,4835,38396,26811,2,1,1.55,1100000
2025-03-14,BR051,Nyanza,6,13475,34636,30817,3,1,4.02,1100000
2025-03-15,BR051,Nyanza,8,4964,43489,38693,2,2,0.73,1100000
2025-03-16,BR051,Nyanza,4,16594,43030,37978,1,0,3.78,1100000
2025-03-17,BR051,Nyanza,2,13241,30306,25834,4,2,2.16,1100000
2025-03-18,BR051,Nyanza,8,11345,37643,32010,1,0,5.95,1100000
2025-03-19,BR051,Nyanza,8,15664,34579,26235,2,1,0.54,1100000
2025-03-20,BR051,Nyanza,8,9514,42505,30568,3,4,1.47,1100000
2025-03-21,BR051,Nyanza,4,10700,39067,38270,2,1,2.12,1100000
2025-03-22,BR051,Nyanza,16,6497,37215,32950,2,1,5.4,1100000
2025-03-23,BR051,Nyanza,6,18079,38251,27677,0,2,1.56,1100000
2025-03-24,BR051,Nyanza,4,7759,38069,27726,2,0,2.29,1100000
2025-03-25,BR051,Nyanza,10,15419,37406,24498,1,2,1.24,1100000
2025-03-26,BR051,Nyanza,6,7089,34386,33797,4,0,2.68,1100000
2025-03-27,BR051,Nyanza,12,13765,30069,21415,2,1,1.58,1100000
2025-03-28,BR051,Nyanza,0,10440,42632,41593,4,0,2.43,1100000
2025-03-29,BR051,Nyanza,8,4691,31808,22881,4,1,3.15,1100000
2025-03-30,BR051,Nyanza,8,8300,36572,24707,3,0,3.56,1100000
2025-03-31,BR051,Nyanza,4,10787,29981,21005,2,2,4.26,1100000
2025-04-01,BR051,Nyanza,4,4877,31703,22377,0,0,4.38,1100000
2025-04-02,BR051,Nyanza,4,5160,37797,31525,2,2,1.81,1100000
2025-04-03,BR051,Nyanza,8,2515,32651,23580,3,0,1.47,1100000
2025-04-04,BR051,Nyanza,8,2554,42658,40473,1,2,1.99,1100000
2025-04-05,BR051,Nyanza,10,7562,36974,30770,4,0,1.26,1100000
2025-04-06,BR051,Nyanza,14,8771,30228,29668,3,0,3.33,1100000
2025-04-07,BR051,Nyanza,4,12015,39752,36036,0,2,0.65,1100000
2025-04-08,BR051,Nyanza,8,12188,42645,34254,2,3,5.76,1100000
2025-04-09,BR051,Nyanza,12,8241,32918,23382,1,0,5.0,1100000
2025-04-10,BR051,Nyanza,4,15089,42153,31762,4,1,4.37,1100000
2025-04-11,BR051,Nyanza,2,5883,41517,35402,0,1,0.76,1100000
2025-04-12,BR051,Nyanza,12,9542,34817,30045,1,1,3.49,1100000
2025-04-13,BR051,Nyanza,6,10154,34865,32148,2,0,1.65,1100000
2025-04-14,BR051,Nyanza,8,6125,41644,31226,2,3,5.19,1100000
2025-04-15,BR051,Nyanza,12,10425,30660,32027,2,0,3.18,1100000
2025-04-16,BR051,Nyanza,6,9051,32068,23080,5,0,5.63,1100000
2025-04-17,BR051,Nyanza,12,12222,41810,37868,2,2,3.23,1100000
2025-04-18,BR051,Nyanza,8,17018,43109,40922,4,1,4.52,1100000
2025-04-19,BR051,Nyanza,10,24801,32218,29824,0,1,3.37,1100000
2025-04-20,BR051,Nyanza,8,9514,40020,40705,0,1,5.43,1100000
2025-04-21,BR051,Nyanza,6,11234,30815,23479,1,1,3.04,1100000
2025-04-22,BR051,Nyanza,10,5414,35866,23716,4,0,5.86,1100000
2025-04-23,BR051,Nyanza,8,9587,43799,35146,3,1,2.62,1100000
2025-04-24,BR051,Nyanza,12,9977,30871,31452,5,1,1.2,1100000
2025-04-25,BR051,Nyanza,6,4485,39523,37198,4,0,5.89,1100000
2025-04-26,BR051,Nyanza,6,8507,38475,39586,0,3,3.09,1100000
2025-04-27,BR051,Nyanza,16,12045,36165,27652,1,2,4.63,1100000
2025-04-28,BR051,Nyanza,10,5800,35874,30993,3,1,3.82,1100000
2025-04-29,BR051,Nyanza,8,4691,29699,28253,2,2,0.83,1100000
2025-04-30,BR051,Nyanza,12,16007,32711,25741,2,1,1.26,1100000
2024-11-01,BR052,RiftValleySouth,10,9754,35316,23563,3,0,5.39,1100000
2024-11-02,BR052,RiftValleySouth,6,5780,39380,28259,3,0,1.37,1100000
2024-11-03,BR052,RiftValleySouth,12,6289,37472,38183,0,0,4.16,1100000
2024-11-04,BR052,RiftValleySouth,6,11494,36680,31113,1,0,2.1,1100000
2024-11-05,BR052,RiftValleySouth,10,10371,40194,36697,2,3,5.23,1100000
2024-11-06,BR052,RiftValleySouth,4,6578,30154,24295,0,0,3.86,1100000
2024-11-07,BR052,RiftValleySouth,6,7120,42646,44295,1,0,5.81,1100000
2024-11-08,BR052,RiftValleySouth,12,2708,42694,28087,1,0,4.33,1100000
2024-11-09,BR052,RiftValleySouth,4,6409,31215,22250,3,1,0.99,1100000
2024-11-10,BR052,RiftValleySouth,2,10214,39283,37973,3,0,2.66,1100000
2024-11-11,BR052,RiftValleySouth,12,8237,39704,28917,1,0,0.57,1100000
2024-11-12,BR052,RiftValleySouth,8,14314,35965,37234,3,1,0.52,1100000
2024-11-13,BR052,RiftValleySouth,12,14507,38141,28419,1,3,3.21,1100000
2024-11-14,BR052,RiftValleySouth,6,6860,39800,37986,5,2,3.94,1100000
2024-11-15,BR052,RiftValleySouth,6,7446,41079,42023,2,0,3.3,1100000
2024-11-16,BR052,RiftValleySouth,10,11314,31475,21453,1,1,3.83,1100000
2024-11-17,BR052,RiftValleySouth,6,9167,32831,25386,2,1,4.51,1100000
2024-11-18,BR052,RiftValleySouth,2,9025,31957,22115,2,0,4.09,1100000
2024-11-19,BR052,RiftValleySouth,8,7832,41862,34886,1,1,2.56,1100000
