officer_id,branch_id,month,loans_handled,approvals,arrears_recovered_ksh,fraud_hits
OF000419,BR054,2024-03,8,7,481013.86,0
OF000419,BR054,2024-04,5,4,435858.23,0
OF000419,BR054,2024-05,4,3,257556.43,0
OF000419,BR054,2024-06,5,4,208730.21,0
OF000419,BR054,2024-07,4,3,164839.75,0
OF000419,BR054,2024-08,8,7,232271.05,0
OF000419,BR054,2024-09,5,4,228667.54,0
OF000419,BR054,2024-10,6,5,214090.56,0
OF000419,BR054,2024-11,6,5,419771.16,0
OF000419,BR054,2024-12,8,7,263772.96,0
OF000420,BR055,2024-01,11,10,367399.4,0
OF000420,BR055,2024-02,14,12,248670.13,1
OF000420,BR055,2024-03,15,13,130195.66,0
OF000420,BR055,2024-04,15,14,451628.73,0
OF000420,BR055,2024-05,12,11,129282.38,0
OF000420,BR055,2024-06,12,11,177117.01,0
OF000420,BR055,2024-07,14,13,410431.44,0
OF000420,BR055,2024-08,12,10,406146.61,0
OF000420,BR055,2024-09,14,12,187748.8,0
OF000420,BR055,2024-10,15,14,58672.93,0
OF000420,BR055,2024-11,10,8,81771.14,1
OF000420,BR055,2024-12,14,13,212127.14,0
OF000421,BR055,2024-01,13,11,344765.74,0
OF000421,BR055,2024-02,14,13,279339.59,2
OF000421,BR055,2024-03,16,15,188860.99,0
OF000421,BR055,2024-04,13,11,238340.02,0
OF000421,BR055,2024-05,14,13,246433.8,0
OF000421,BR055,2024-06,12,11,382945.15,0
OF000421,BR055,2024-07,10,9,171621.92,0
OF000421,BR055,2024-08,10,9,132261.67,0
OF000421,BR055,2024-09,14,12,472665.31,0
OF000421,BR055,2024-10,11,10,425990.43,0
OF000421,BR055,2024-11,10,9,401621.21,0
OF000421,BR055,2024-12,9,8,176352.32,0
OF000422,BR055,2024-01,18,16,317173.38,0
OF000422,BR055,2024-02,12,10,315578.12,0
OF000422,BR055,2024-03,15,14,115854.95,0
OF000422,BR055,2024-04,12,11,319382.15,0
OF000422,BR055,2024-05,13,12,116243.87,0
OF000422,BR055,2024-06,14,12,208629.0,0
OF000422,BR055,2024-07,11,9,132114.26,2
OF000422,BR055,2024-08,13,11,470506.44,0
OF000422,BR055,2024-09,14,12,409692.41,0
OF000422,BR055,2024-10,11,9,82962.9,0
OF000422,BR055,2024-11,14,13,393305.12,0
OF000422,BR055,2024-12,18,16,296658.55,0
OF000423,BR055,2024-01,16,15,123786.9,1
OF000423,BR055,2024-02,12,11,381442.44,0
OF000423,BR055,2024-03,15,13,176761.76,0
OF000423,BR055,2024-04,17,14,418996.33,0
OF000423,BR055,2024-05,12,10,376987.33,0
OF000423,BR055,2024-06,14,12,176028.52,0
OF000423,BR055,2024-07,16,14,303534.42,0
OF000423,BR055,2024-08,19,17,111642.6,0
OF000423,BR055,2024-09,11,9,250086.38,0
OF000423,BR055,2024-10,17,14,425311.56,0
OF000423,BR055,2024-11,16,15,330488.54,0
OF000423,BR055,2024-12,17,15,149226.73,0
OF000424,BR056,2024-01,11,10,124380.63,0
OF000424,BR056,2024-02,8,7,71402.02,0
OF000424,BR056,2024-03,9,8,213554.74,0
OF000424,BR056,2024-04,8,7,148885.07,0
OF000424,BR056,2024-05,9,7,86098.94,0
OF000424,BR056,2024-06,10,9,344711.92,0
OF000424,BR056,2024-07,6,5,121738.17,0
OF000424,BR056,2024-08,10,8,378856.63,0
OF000424,BR056,2024-09,8,7,378695.83,1
OF000424,BR056,2024-10,11,10,190326.38,0
OF000424,BR056,2024-11,7,6,318940.51,0
OF000424,BR056,2024-12,8,6,202785.02,1
OF000425,BR056,2024-01,14,13,100781.7,0
OF000425,BR056,2024-02,10,8,88940.74,0
OF000425,BR056,2024-03,13,12,62636.97,0
OF000425,BR056,2024-04,10,8,268645.9,0
OF000425,BR056,2024-05,10,9,342952.51,0
OF000425,BR056,2024-06,12,10,471528.85,0
OF000425,BR056,2024-07,12,11,256069.75,0
OF000425,BR056,2024-08,12,10,90885.23,0
OF000425,BR056,2024-09,13,12,164499.51,0
OF000425,BR056,2024-10,14,12,360053.66,2
OF000425,BR056,2024-11,9,8,413730.13,0
OF000425,BR056,2024-12,15,13,80164.21,0
OF000426,BR056,2024-01,13,12,430229.59,0
OF000426,BR056,2024-02,10,9,485627.84,0
OF000426,BR056,2024-03,10,9,266866.58,1
OF000426,BR056,2024-04,13,11,98820.87,2
OF000426,BR056,2024-05,12,11,346023.16,1
OF000426,BR056,2024-06,15,12,117430.5,1
OF000426,BR056,2024-07,15,13,217767.02,0
OF000426,BR056,2024-08,14,12,293366.0,0
OF000426,BR056,2024-09,14,12,470535.94,0
OF000426,BR056,2024-10,10,8,252492.37,0
OF000426,BR056,2024-11,13,11,445084.71,0
OF000426,BR056,2024-12,14,12,77992.85,2
OF000427,BR056,2024-01,11,9,177031.63,0
OF000427,BR056,2024-02,10,9,470890.14,1
OF000427,BR056,2024-03,8,6,448805.56,0
OF000427,BR056,2024-04,9,7,407022.11,0
OF000427,BR056,2024-05,9,8,172021.17,0
OF000427,BR056,2024-06,10,9,339296.57,0
OF000427,BR056,2024-07,13,12,296499.95,0
OF000427,BR056,2024-08,13,11,329844.13,0
OF000427,BR056,2024-09,11,9,474310.4,0
OF000427,BR056,2024-10,11,10,381345.15,0
OF000427,BR056,2024-11,11,10,383647.72,0
OF000427,BR056,2024-12,13,12,107383.13,0
OF000428,BR056,2024-01,13,11,296738.6,0
OF000428,BR056,2024-02,11,9,272333.69,1
OF000428,BR056,2024-03,10,9,234644.99,1
OF000428,BR056,2024-04,11,9,341165.85,0
OF000428,BR056,2024-05,11,9,192012.29,0
OF000428,BR056,2024-06,15,14,295849.5,0
OF000428,BR056,2024-07,12,10,124878.05,0
OF000428,BR056,2024-08,14,13,131153.3,0
OF000428,BR056,2024-09,9,8,119655.13,0
OF000428,BR056,2024-10,15,14,207618.82,0
OF000428,BR056,2024-11,16,15,255661.04,0
OF000428,BR056,2024-12,11,10,311064.44,0
OF000429,BR057,2024-01,4,3,138473.54,0
OF000429,BR057,2024-02,3,2,161238.61,0
OF000429,BR057,2024-03,3,2,205059.86,0
OF000429,BR057,2024-04,4,3,439342.23,0
OF000429,BR057,2024-05,3,2,259504.65,0
OF000429,BR057,2024-06,3,2,488196.9,0
OF000429,BR057,2024-07,4,3,57382.25,0
OF000429,BR057,2024-08,4,3,392118.25,0
OF000429,BR057,2024-09,4,3,377866.51,1
OF000429,BR057,2024-10,4,3,277580.51,0
OF000429,BR057,2024-11,5,4,334745.28,0
OF000429,BR057,2024-12,4,3,223022.31,0
OF000430,BR057,2024-01,5,4,60738.94,0
OF000430,BR057,2024-02,3,2,465822.02,0
OF000430,BR057,2024-03,4,3,415165.85,0
OF000430,BR057,2024-04,4,3,281582.5,1
OF000430,BR057,2024-05,5,4,62826.92,0
OF000430,BR057,2024-06,5,4,478869.34,0
OF000430,BR057,2024-07,5,4,257826.06,0
OF000430,BR057,2024-08,5,4,276979.95,0
OF000430,BR057,2024-09,4,3,323917.82,0
OF000430,BR057,2024-10,3,2,492986.87,0
OF000430,BR057,2024-11,5,4,150130.48,0
OF000430,BR057,2024-12,3,2,383455.07,0
OF000431,BR057,2024-01,6,5,92631.5,0
OF000431,BR057,2024-02,6,5,81140.66,0
OF000431,BR057,2024-03,5,4,136361.04,0
OF000431,BR057,2024-04,4,3,314297.38,0
OF000431,BR057,2024-05,6,5,433227.41,0
OF000431,BR057,2024-06,4,3,418387.17,0
OF000431,BR057,2024-07,4,3,57825.8,1
OF000431,BR057,2024-08,5,4,365803.39,0
OF000431,BR057,2024-09,4,3,363063.1,0
OF000431,BR057,2024-10,3,2,189432.4,0
OF000431,BR057,2024-11,5,4,189284.26,0
OF000431,BR057,2024-12,4,3,462651.43,0
OF000432,BR057,2024-01,6,5,77078.44,0
OF000432,BR057,2024-02,5,4,157947.51,0
OF000432,BR057,2024-03,4,3,257815.35,0
OF000432,BR057,2024-04,6,5,61032.63,0
OF000432,BR057,2024-05,4,3,332929.14,0
OF000432,BR057,2024-06,4,3,247601.25,0
OF000432,BR057,2024-07,4,3,299833.06,0
OF000432,BR057,2024-08,5,4,460592.3,0
OF000432,BR057,2024-09,6,5,69473.32,0
OF000432,BR057,2024-10,6,5,262672.82,0
OF000432,BR057,2024-11,5,4,257260.29,0
OF000432,BR057,2024-12,4,3,105139.83,0
OF000433,BR057,2024-01,4,3,253950.91,0
OF000433,BR057,2024-02,4,3,218606.88,2
OF000433,BR057,2024-03,5,4,69371.53,1
OF000433,BR057,2024-04,4,3,108509.13,0
OF000433,BR057,2024-05,4,3,292236.16,0
OF000433,BR057,2024-06,5,4,274109.0,0
OF000433,BR057,2024-07,3,2,133208.92,1
OF000433,BR057,2024-08,3,2,279477.21,0
OF000433,BR057,2024-09,4,3,218261.28,0
OF000433,BR057,2024-10,4,3,297004.06,0
OF000433,BR057,2024-11,5,4,77563.69,0
OF000433,BR057,2024-12,5,4,374667.92,1
OF000434,BR057,2024-01,3,2,233043.52,0
OF000434,BR057,2024-02,4,3,364394.68,0
OF000434,BR057,2024-03,3,2,477646.65,0
OF000434,BR057,2024-04,5,4,192085.32,0
OF000434,BR057,2024-05,3,2,201754.23,0
OF000434,BR057,2024-06,3,2,128882.63,0
OF000434,BR057,2024-07,4,3,496142.87,0
OF000434,BR057,2024-08,5,4,174371.49,0
OF000434,BR057,2024-09,5,4,341456.61,0
OF000434,BR057,2024-10,4,3,174123.54,0
OF000434,BR057,2024-11,4,3,369378.04,0
OF000434,BR057,2024-12,5,4,314655.51,0
OF000435,BR057,2024-01,5,4,272534.39,0
OF000435,BR057,2024-02,4,3,229957.15,0
OF000435,BR057,2024-03,6,5,426206.5,0
OF000435,BR057,2024-04,6,5,190081.04,0
OF000435,BR057,2024-05,6,5,284486.26,0
OF000435,BR057,2024-06,6,5,123003.83,0
OF000435,BR057,2024-07,7,6,320766.05,0
OF000435,BR057,2024-08,4,3,424096.32,0
OF000435,BR057,2024-09,4,3,158128.58,0
OF000435,BR057,2024-10,4,3,399139.98,0
OF000435,BR057,2024-11,6,5,428233.4,0
OF000435,BR057,2024-12,5,4,158214.45,0
OF000436,BR057,2024-01,4,3,286927.91,0
OF000436,BR057,2024-02,5,4,125066.31,0
OF000436,BR057,2024-03,6,5,376589.99,1
OF000436,BR057,2024-04,5,4,152741.73,0
OF000436,BR057,2024-05,6,5,116800.53,0
OF000436,BR057,2024-06,4,3,433457.24,0
OF000436,BR057,2024-07,4,3,240483.91,0
OF000436,BR057,2024-08,5,4,266464.38,0
OF000436,BR057,2024-09,5,4,303686.94,0
OF000436,BR057,2024-10,5,4,117472.82,0
OF000436,BR057,2024-11,5,4,286918.98,0
OF000436,BR057,2024-12,6,5,119697.34,0
OF000437,BR057,2024-01,5,4,350734.2,1
OF000437,BR057,2024-02,5,4,182455.28,1
OF000437,BR057,2024-03,4,3,75594.38,1
OF000437,BR057,2024-04,3,2,59141.91,0
OF000437,BR057,2024-05,4,3,196684.13,0
OF000437,BR057,2024-06,4,3,417167.46,0
OF000437,BR057,2024-07,4,3,369360.54,0
OF000437,BR057,2024-08,3,2,129010.89,0
OF000437,BR057,2024-09,6,5,374242.35,1
OF000437,BR057,2024-10,3,2,124655.48,0
OF000437,BR057,2024-11,4,3,195581.2,0
OF000437,BR057,2024-12,3,2,342596.91,0
OF000438,BR057,2024-01,5,4,375787.03,0
OF000438,BR057,2024-02,6,5,363915.34,0
OF000438,BR057,2024-03,5,4,70161.02,0
OF000438,BR057,2024-04,3,2,429439.88,0
OF000438,BR057,2024-05,5,4,443913.54,0
OF000438,BR057,2024-06,6,5,357306.63,0
OF000438,BR057,2024-07,5,4,256302.41,0
OF000438,BR057,2024-08,4,3,461356.42,0
OF000438,BR057,2024-09,6,5,319947.29,0
OF000438,BR057,2024-10,6,5,257192.32,0
OF000438,BR057,2024-11,5,4,273246.41,0
OF000438,BR057,2024-12,5,4,328787.57,0
OF000439,BR058,2024-01,6,5,428104.72,0
OF000439,BR058,2024-02,11,9,425032.87,1
OF000439,BR058,2024-03,8,7,66455.15,0
OF000439,BR058,2024-04,9,7,427904.46,0
OF000439,BR058,2024-05,10,9,439836.68,0
OF000439,BR058,2024-06,8,7,471772.6,0
OF000439,BR058,2024-07,11,9,438472.78,0
OF000439,BR058,2024-08,11,9,338262.6,0
OF000439,BR058,2024-09,10,9,335871.61,0
OF000439,BR058,2024-10,8,7,149768.84,0
OF000439,BR058,2024-11,10,9,372712.24,1
OF000439,BR058,2024-12,10,8,431994.44,0
OF000440,BR058,2024-01,9,8,403324.74,0
OF000440,BR058,2024-02,9,8,435621.03,0
OF000440,BR058,2024-03,9,7,491587.5,0
OF000440,BR058,2024-04,11,10,181492.64,1
OF000440,BR058,2024-05,9,8,225180.47,0
OF000440,BR058,2024-06,9,8,446568.19,0
OF000440,BR058,2024-07,10,8,328923.81,0
OF000440,BR058,2024-08,6,5,275776.7,0
OF000440,BR058,2024-09,10,9,458129.15,0
OF000440,BR058,2024-10,7,6,151366.29,0
OF000440,BR058,2024-11,9,8,314050.43,0
OF000440,BR058,2024-12,10,9,184636.93,0
OF000441,BR058,2024-01,10,9,489727.52,0
OF000441,BR058,2024-02,7,6,52869.56,0
OF000441,BR058,2024-03,5,4,114550.49,0
OF000441,BR058,2024-04,7,6,161831.14,0
OF000441,BR058,2024-05,7,6,241148.07,0
OF000441,BR058,2024-06,10,9,363294.58,1
OF000441,BR058,2024-07,9,7,276539.49,0
OF000441,BR058,2024-08,8,7,337529.84,1
OF000441,BR058,2024-09,6,5,184890.16,0
OF000441,BR058,2024-10,6,5,327664.14,0
OF000441,BR058,2024-11,5,4,445398.19,0
OF000441,BR058,2024-12,6,5,204456.21,0
OF000442,BR058,2024-01,7,6,322718.04,0
OF000442,BR058,2024-02,10,8,364958.95,0
OF000442,BR058,2024-03,10,9,89719.71,0
OF000442,BR058,2024-04,7,6,194976.3,0
OF000442,BR058,2024-05,7,6,463009.5,0
OF000442,BR058,2024-06,9,8,487973.08,0
OF000442,BR058,2024-07,8,6,436095.21,0
OF000442,BR058,2024-08,10,8,256079.26,0
OF000442,BR058,2024-09,6,5,341665.79,0
OF000442,BR058,2024-10,8,6,198973.94,0
OF000442,BR058,2024-11,10,9,459142.48,0
OF000442,BR058,2024-12,7,6,170554.6,0
OF000443,BR058,2024-01,6,5,259574.55,0
OF000443,BR058,2024-02,9,8,90663.31,0
OF000443,BR058,2024-03,10,9,160927.28,0
OF000443,BR058,2024-04,8,7,420721.27,0
OF000443,BR058,2024-05,6,5,51284.01,0
OF000443,BR058,2024-06,7,6,264138.19,0
OF000443,BR058,2024-07,10,8,136478.52,0
OF000443,BR058,2024-08,10,9,275201.52,0
OF000443,BR058,2024-09,6,5,498025.41,0
OF000443,BR058,2024-10,6,5,212416.0,0
OF000443,BR058,2024-11,9,7,488401.85,0
OF000443,BR058,2024-12,7,6,212942.87,0
OF000444,BR058,2024-01,9,8,245351.81,0
OF000444,BR058,2024-02,8,7,490926.21,0
OF000444,BR058,2024-03,9,8,225222.68,0
OF000444,BR058,2024-04,7,6,234023.35,0
OF000444,BR058,2024-05,7,5,100450.41,0
OF000444,BR058,2024-06,6,5,105802.44,1
OF000444,BR058,2024-07,10,9,432255.21,0
OF000444,BR058,2024-08,8,7,263353.13,1
OF000444,BR058,2024-09,6,5,83549.53,0
OF000444,BR058,2024-10,8,7,267045.24,0
OF000444,BR058,2024-11,7,5,58343.76,0
OF000444,BR058,2024-12,8,6,363301.54,0
OF000445,BR058,2024-01,10,9,264411.13,0
OF000445,BR058,2024-02,8,6,155341.79,0
OF000445,BR058,2024-03,11,10,444864.48,0
OF000445,BR058,2024-04,10,9,459325.48,0
OF000445,BR058,2024-05,8,6,237659.09,0
OF000445,BR058,2024-06,9,8,232498.1,2
OF000445,BR058,2024-07,7,6,234966.87,0
OF000445,BR058,2024-08,8,7,212203.92,0
OF000445,BR058,2024-09,6,5,255288.59,0
OF000445,BR058,2024-10,11,9,143049.72,0
OF000445,BR058,2024-11,9,8,69496.7,0
OF000445,BR058,2024-12,8,7,494604.72,0
OF000446,BR059,2024-01,2,1,132794.99,0
OF000446,BR059,2024-02,4,3,143764.26,0
OF000446,BR059,2024-03,4,3,348289.2,0
OF000446,BR059,2024-04,4,3,234846.19,0
OF000446,BR059,2024-05,4,3,360974.69,0
OF000446,BR059,2024-06,3,2,306542.29,0
OF000446,BR059,2024-07,4,3,375106.18,0
OF000446,BR059,2024-08,4,3,418568.17,0
OF000446,BR059,2024-09,3,2,51710.63,0
OF000446,BR059,2024-10,2,1,415321.12,0
OF000446,BR059,2024-11,3,2,251361.15,0
OF000446,BR059,2024-12,4,3,162928.66,0
OF000447,BR059,2024-01,4,3,487838.97,0
OF000447,BR059,2024-02,3,2,270229.97,0
OF000447,BR059,2024-03,5,4,340554.56,0
OF000447,BR059,2024-04,3,2,360398.24,1
OF000447,BR059,2024-05,4,3,312229.93,0
OF000447,BR059,2024-06,3,2,268491.73,2
OF000447,BR059,2024-07,3,2,239360.54,0
OF000447,BR059,2024-08,3,2,354189.88,0
OF000447,BR059,2024-09,3,2,297957.12,0
OF000447,BR059,2024-10,3,2,304689.68,0
OF000447,BR059,2024-11,3,2,186322.76,0
OF000447,BR059,2024-12,4,3,484307.28,0
OF000448,BR059,2024-01,4,3,141645.14,0
OF000448,BR059,2024-02,4,3,280367.63,0
OF000448,BR059,2024-03,5,4,265096.06,0
OF000448,BR059,2024-04,5,4,86939.74,0
OF000448,BR059,2024-05,5,4,155885.85,0
OF000448,BR059,2024-06,5,4,67772.77,0
OF000448,BR059,2024-07,3,2,219911.45,0
OF000448,BR059,2024-08,4,3,399287.35,2
OF000448,BR059,2024-09,5,4,447546.41,0
OF000448,BR059,2024-10,3,2,75212.58,0
OF000448,BR059,2024-11,4,3,289751.63,0
OF000448,BR059,2024-12,4,3,340981.87,0
OF000449,BR059,2024-01,5,4,71932.59,0
OF000449,BR059,2024-02,3,2,355709.8,0
OF000449,BR059,2024-03,4,3,389542.55,0
OF000449,BR059,2024-04,3,2,405864.56,0
OF000449,BR059,2024-05,4,3,316836.53,0
OF000449,BR059,2024-06,3,2,327770.48,0
OF000449,BR059,2024-07,4,3,486983.02,0
OF000449,BR059,2024-08,5,4,54947.95,0
OF000449,BR059,2024-09,4,3,361893.97,0
OF000449,BR059,2024-10,3,2,341330.76,0
OF000449,BR059,2024-11,5,4,325171.94,0
OF000449,BR059,2024-12,3,2,64545.19,0
OF000450,BR059,2024-01,5,4,247987.87,0
OF000450,BR059,2024-02,5,4,264544.26,0
OF000450,BR059,2024-03,6,5,222958.19,0
OF000450,BR059,2024-04,4,3,278914.38,0
OF000450,BR059,2024-05,4,3,110745.52,0
OF000450,BR059,2024-06,5,4,195694.72,0
OF000450,BR059,2024-07,5,4,57801.01,0
OF000450,BR059,2024-08,5,4,106798.84,0
OF000450,BR059,2024-09,4,3,125023.25,0
OF000450,BR059,2024-10,5,4,418299.77,0
OF000450,BR059,2024-11,4,3,481143.91,0
OF000450,BR059,2024-12,4,3,470480.32,0
OF000451,BR059,2024-01,3,2,281739.8,0
OF000451,BR059,2024-02,4,3,105434.12,0
OF000451,BR059,2024-03,4,3,109919.33,0
OF000451,BR059,2024-04,4,3,187561.52,0
OF000451,BR059,2024-05,4,3,417184.97,1
OF000451,BR059,2024-06,4,3,463675.06,0
OF000451,BR059,2024-07,4,3,445777.35,0
OF000451,BR059,2024-08,5,4,397293.08,0
OF000451,BR059,2024-09,4,3,322253.41,0
OF000451,BR059,2024-10,3,2,200452.22,0
OF000451,BR059,2024-11,5,4,488040.66,0
OF000451,BR059,2024-12,4,3,478757.17,0
OF000452,BR059,2024-01,4,3,251475.25,1
OF000452,BR059,2024-02,4,3,132512.97,0
OF000452,BR059,2024-03,4,3,86288.86,0
OF000452,BR059,2024-04,4,3,489971.79,0
OF000452,BR059,2024-05,5,4,257621.77,0
OF000452,BR059,2024-06,4,3,291256.29,0
OF000452,BR059,2024-07,4,3,110673.26,1
OF000452,BR059,2024-08,3,2,417003.47,0
OF000452,BR059,2024-09,5,4,381913.44,0
OF000452,BR059,2024-10,3,2,72579.85,0
OF000452,BR059,2024-11,5,4,209501.82,0
OF000452,BR059,2024-12,3,2,153708.12,0
OF000453,BR059,2024-01,3,2,465245.04,0
OF000453,BR059,2024-02,4,3,84127.28,0
OF000453,BR059,2024-03,4,3,296625.73,0
OF000453,BR059,2024-04,3,2,102983.01,0
OF000453,BR059,2024-05,4,3,153877.46,0
OF000453,BR059,2024-06,3,2,385477.23,0
OF000453,BR059,2024-07,3,2,121421.96,0
OF000453,BR059,2024-08,2,1,324846.42,0
OF000453,BR059,2024-09,3,2,458952.99,0
OF000453,BR059,2024-10,3,2,253517.13,0
OF000453,BR059,2024-11,4,3,451773.33,0
OF000453,BR059,2024-12,2,1,282532.33,0
OF000454,BR059,2024-01,3,2,188153.96,0
OF000454,BR059,2024-02,3,2,101569.34,0
OF000454,BR059,2024-03,4,3,55926.04,0
OF000454,BR059,2024-04,2,1,132724.27,0
OF000454,BR059,2024-05,3,2,408983.91,0
OF000454,BR059,2024-06,3,2,251947.59,0
OF000454,BR059,2024-07,3,2,243841.48,0
OF000454,BR059,2024-08,4,3,474324.6,0
OF000454,BR059,2024-09,4,3,361444.92,0
OF000454,BR059,2024-10,4,3,387191.03,0
OF000454,BR059,2024-11,3,2,99654.68,0
OF000454,BR059,2024-12,3,2,177331.51,0
OF000455,BR059,2024-01,5,4,341441.8,0
OF000455,BR059,2024-02,6,5,227417.97,0
OF000455,BR059,2024-03,5,4,392938.65,0
OF000455,BR059,2024-04,4,3,292694.54,1
OF000455,BR059,2024-05,5,4,378022.07,0
OF000455,BR059,2024-06,3,2,456621.66,0
OF000455,BR059,2024-07,5,4,437941.3,0
OF000455,BR059,2024-08,6,5,154526.07,1
OF000455,BR059,2024-09,4,3,430190.92,0
OF000455,BR059,2024-10,3,2,435833.58,0
OF000455,BR059,2024-11,5,4,417625.82,0
OF000455,BR059,2024-12,4,3,170806.91,0
OF000456,BR059,2024-01,3,2,282688.11,0
OF000456,BR059,2024-02,3,2,340247.08,0
OF000456,BR059,2024-03,3,2,143390.65,0
OF000456,BR059,2024-04,5,4,382628.51,0
OF000456,BR059,2024-05,5,4,452634.97,0
OF000456,BR059,2024-06,4,3,258928.27,0
OF000456,BR059,2024-07,5,4,486607.49,0
OF000456,BR059,2024-08,3,2,67982.84,0
OF000456,BR059,2024-09,5,4,190797.18,0
OF000456,BR059,2024-10,3,2,193564.03,0
OF000456,BR059,2024-11,3,2,126578.17,0
OF000456,BR059,2024-12,4,3,498071.83,0
OF000457,BR060,2024-01,17,14,310254.11,0
OF000457,BR060,2024-02,19,18,478072.63,0
OF000457,BR060,2024-03,22,21,175096.92,0
OF000457,BR060,2024-04,18,16,449975.96,0
OF000457,BR060,2024-05,20,19,312323.51,0
OF000457,BR060,2024-06,20,17,64159.76,0
OF000457,BR060,2024-07,23,20,71103.44,0
OF000457,BR060,2024-08,23,22,197406.88,0
OF000457,BR060,2024-09,23,21,240416.2,0
OF000457,BR060,2024-10,13,12,253147.34,0
OF000457,BR060,2024-11,22,20,78829.3,0
OF000457,BR060,2024-12,19,16,241704.88,0
OF000458,BR060,2024-01,19,18,94441.23,0
OF000458,BR060,2024-02,11,9,355473.02,0
OF000458,BR060,2024-03,18,16,168363.41,0
OF000458,BR060,2024-04,19,16,422271.0,0
OF000458,BR060,2024-05,20,18,227423.31,0
OF000458,BR060,2024-06,18,15,415420.48,0
OF000458,BR060,2024-07,19,16,234668.27,0
OF000458,BR060,2024-08,15,14,157669.62,0
OF000458,BR060,2024-09,15,13,122873.75,0
OF000458,BR060,2024-10,19,17,463264.55,0
OF000458,BR060,2024-11,17,14,195958.45,0
OF000458,BR060,2024-12,16,14,436281.34,0
OF000459,BR060,2024-01,14,13,67101.73,0
OF000459,BR060,2024-02,22,21,340456.95,0
OF000459,BR060,2024-03,21,20,241287.87,0
OF000459,BR060,2024-04,16,15,336379.39,1
OF000459,BR060,2024-05,22,19,189466.73,0
OF000459,BR060,2024-06,16,13,374328.86,0
OF000459,BR060,2024-07,14,12,144520.35,0
OF000459,BR060,2024-08,20,18,153183.09,0
OF000459,BR060,2024-09,22,19,344041.99,0
OF000459,BR060,2024-10,21,20,484571.94,0
OF000459,BR060,2024-11,22,19,92845.35,0
OF000459,BR060,2024-12,16,15,56011.92,0
OF000460,BR060,2024-01,18,15,108416.89,1
OF000460,BR060,2024-02,16,15,326202.63,0
OF000460,BR060,2024-03,12,11,403200.22,0
OF000460,BR060,2024-04,17,16,341023.26,0
OF000460,BR060,2024-05,21,18,288309.41,0
OF000460,BR060,2024-06,18,17,75429.8,0
OF000460,BR060,2024-07,11,10,365242.76,0
OF000460,BR060,2024-08,16,14,62841.02,0
OF000460,BR060,2024-09,14,12,150087.12,0
OF000460,BR060,2024-10,20,19,471113.02,0
OF000460,BR060,2024-11,18,17,145924.61,0
OF000460,BR060,2024-12,17,16,449675.32,0
OF000461,BR061,2024-01,15,14,184686.41,0
OF000461,BR061,2024-02,10,8,164694.87,0
OF000461,BR061,2024-03,8,7,336526.22,0
OF000461,BR061,2024-04,12,11,306472.65,0
OF000461,BR061,2024-05,12,10,401326.77,0
OF000461,BR061,2024-06,14,13,480583.9,0
OF000461,BR061,2024-07,15,13,87350.44,0
OF000461,BR061,2024-08,8,7,183902.72,0
OF000461,BR061,2024-09,15,14,290209.97,0
OF000461,BR061,2024-10,10,8,114707.17,0
OF000461,BR061,2024-11,8,7,439031.91,1
OF000461,BR061,2024-12,9,8,214286.11,0
OF000462,BR061,2024-01,7,6,135852.2,0
OF000462,BR061,2024-02,7,6,245235.52,0
OF000462,BR061,2024-03,10,8,152443.68,0
OF000462,BR061,2024-04,8,7,64591.64,0
OF000462,BR061,2024-05,11,9,90196.54,1
OF000462,BR061,2024-06,12,11,339444.4,0
OF000462,BR061,2024-07,9,7,58283.34,0
OF000462,BR061,2024-08,11,9,481412.49,0
OF000462,BR061,2024-09,11,10,202237.63,0
OF000462,BR061,2024-10,12,10,468339.99,0
OF000462,BR061,2024-11,7,6,268231.09,0
OF000462,BR061,2024-12,8,7,409465.2,0
OF000463,BR061,2024-01,13,11,84620.98,0
OF000463,BR061,2024-02,8,7,176851.65,2
OF000463,BR061,2024-03,13,12,439546.97,1
OF000463,BR061,2024-04,9,8,250865.64,0
OF000463,BR061,2024-05,10,8,411043.05,0
OF000463,BR061,2024-06,8,7,444729.91,0
OF000463,BR061,2024-07,14,13,228256.13,0
OF000463,BR061,2024-08,13,11,485542.04,0
OF000463,BR061,2024-09,11,10,342935.34,0
OF000463,BR061,2024-10,11,9,126154.29,0
OF000463,BR061,2024-11,13,12,427531.73,0
OF000463,BR061,2024-12,8,7,379964.05,0
OF000464,BR061,2024-01,8,7,299381.71,0
OF000464,BR061,2024-02,13,12,286294.28,0
OF000464,BR061,2024-03,15,14,357076.92,0
OF000464,BR061,2024-04,11,10,490529.21,0
OF000464,BR061,2024-05,11,10,174183.27,1
OF000464,BR061,2024-06,14,12,137247.84,0
OF000464,BR061,2024-07,8,7,479534.42,0
OF000464,BR061,2024-08,13,12,299474.26,0
OF000464,BR061,2024-09,14,12,149282.24,1
OF000464,BR061,2024-10,13,12,377796.92,0
OF000464,BR061,2024-11,14,13,184720.82,0
OF000464,BR061,2024-12,8,7,178659.92,0
OF000465,BR061,2024-01,10,8,163110.78,0
OF000465,BR061,2024-02,10,8,98482.02,0
OF000465,BR061,2024-03,11,9,332366.52,0
OF000465,BR061,2024-04,13,11,75155.46,0
OF000465,BR061,2024-05,12,11,72620.21,0
OF000465,BR061,2024-06,12,10,407586.62,0
OF000465,BR061,2024-07,11,9,124053.6,0
OF000465,BR061,2024-08,12,10,201834.06,0
