customer_id,primary_branch,avg_weekly_cash,historical_cycles,risk_score_0_100,default_prob,churn_prob,recommended_limit_ksh
C0045279,BR061,1856,2,13.18,0.188,0.302,7877
C0017345,BR076,16036,2,17.38,0.193,0.603,49052
C0045648,BR059,12323,1,41.58,0.192,0.198,39615
C0018809,BR022,11346,3,51.46,0.09,0.693,42499
C0004756,BR062,2628,4,33.99,0.134,0.613,12863
C0042917,BR063,14177,3,27.88,0.417,0.386,54662
C0024691,BR091,6519,3,43.63,0.121,0.126,13761
C0022160,BR049,13363,2,28.39,0.106,0.35,60000
C0018598,BR067,13996,3,6.85,0.149,0.181,51246
C0003897,BR090,12470,1,57.91,0.132,0.573,39225
C0048745,BR076,6186,4,5.06,0.08,0.612,22826
C0001831,BR063,7666,1,33.82,0.269,0.631,35984
C0022258,BR045,3654,2,44.55,0.109,0.689,8248
C0033833,BR046,7526,3,27.54,0.028,0.478,27777
C0059670,BR040,12052,3,3.32,0.148,0.228,55104
C0017626,BR005,7489,7,34.05,0.163,0.181,33064
C0019273,BR057,16368,1,31.33,0.224,0.348,60000
C0031007,BR037,3173,1,27.34,0.153,0.111,13171
C0054170,BR093,16026,1,45.51,0.341,0.267,60000
C0003907,BR004,14520,2,3.99,0.056,0.03,60000
C0055676,BR097,17720,4,2.56,0.069,0.136,60000
C0000800,BR065,6102,4,50.64,0.307,0.358,22758
C0047949,BR040,5811,5,19.62,0.057,0.539,11803
C0006710,BR014,11198,4,20.83,0.084,0.287,39142
C0001152,BR088,13553,2,9.26,0.158,0.077,49054
C0026283,BR025,14545,4,8.08,0.095,0.427,42873
C0029730,BR027,6374,4,16.88,0.184,0.259,21130
C0025374,BR033,11885,7,30.73,0.42,0.131,32349
C0054895,BR063,8534,3,44.19,0.128,0.156,29616
C0018906,BR015,18256,1,33.02,0.389,0.437,60000
C0034001,BR064,13905,2,20.41,0.188,0.704,29104
C0053344,BR089,6191,0,47.02,0.02,0.398,24938
C0023868,BR036,16574,2,43.23,0.108,0.381,60000
C0015262,BR027,7509,5,18.49,0.062,0.487,20598
C0037367,BR075,8925,1,34.1,0.501,0.356,27968
C0017424,BR061,9359,5,13.32,0.097,0.575,30037
C0001998,BR044,13725,1,4.05,0.013,0.427,41969
C0011440,BR045,2696,3,26.94,0.002,0.302,7274
C0008422,BR073,9265,2,57.99,0.209,0.467,28368
C0025461,BR063,14544,3,25.89,0.291,0.493,33008
C0006596,BR091,10478,1,42.1,0.289,0.574,40356
C0016928,BR010,17669,5,36.33,0.217,0.438,60000
C0005236,BR053,8736,5,5.91,0.128,0.264,19417
C0013541,BR087,2741,4,11.24,0.148,0.402,13663
C0055250,BR067,7762,4,2.61,0.346,0.453,22662
C0059633,BR064,8924,1,18.67,0.057,0.596,39185
C0052250,BR070,6550,2,28.59,0.181,0.007,28468
C0028088,BR010,11960,0,36.52,0.142,0.072,36931
C0023601,BR041,14701,2,58.08,0.143,0.655,49048
C0027212,BR076,7657,2,10.16,0.356,0.145,26380
C0037044,BR082,13722,3,34.91,0.27,0.108,40991
C0007136,BR024,11532,0,24.47,0.022,0.435,23586
C0042126,BR064,16275,3,12.68,0.443,0.309,60000
C0047734,BR085,4026,5,17.91,0.143,0.386,9832
C0001898,BR088,2084,4,44.85,0.012,0.363,7154
C0048039,BR030,7861,2,34.25,0.014,0.826,28117
C0011871,BR057,15987,4,20.24,0.062,0.144,60000
C0042927,BR022,11802,1,31.74,0.129,0.246,52457
C0050225,BR043,11999,2,24.1,0.623,0.258,40720
C0051824,BR031,7981,1,52.76,0.024,0.229,18002
C0047914,BR028,17857,3,48.84,0.027,0.387,35918
C0016729,BR070,2264,2,6.54,0.221,0.815,6984
C0048802,BR090,14720,3,23.89,0.166,0.332,32595
C0051809,BR051,16827,2,36.9,0.068,0.525,60000
C0053589,BR010,14296,3,17.26,0.25,0.321,31237
C0035316,BR014,15955,6,15.53,0.08,0.173,39751
C0037703,BR017,9795,6,48.84,0.319,0.475,45123
C0035320,BR095,6744,1,54.46,0.001,0.419,22199
C0012142,BR090,5883,3,44.76,0.101,0.238,25984
C0034725,BR099,11454,4,53.55,0.418,0.507,52371
C0031485,BR011,10607,3,14.25,0.33,0.434,26376
C0013807,BR093,4002,0,22.46,0.192,0.306,16413
C0045695,BR037,9860,0,45.44,0.03,0.158,26348
C0004078,BR018,18468,2,51.37,0.268,0.211,60000
C0012660,BR049,15462,0,17.51,0.21,0.703,37255
C0012298,BR040,12149,4,12.11,0.15,0.266,59108
C0021570,BR071,18843,3,58.41,0.176,0.649,45125
C0031171,BR064,16539,2,21.12,0.066,0.142,60000
C0021827,BR044,6900,9,18.07,0.425,0.277,32474
C0053606,BR048,10505,6,61.1,0.116,0.473,43059
C0015829,BR079,5628,4,2.09,0.311,0.307,15345
C0011881,BR093,17731,1,4.88,0.31,0.184,60000
C0047869,BR008,18293,2,33.37,0.213,0.125,60000
C0001260,BR033,18556,3,40.62,0.336,0.372,60000
C0014765,BR028,9651,2,20.47,0.188,0.487,35987
C0059104,BR092,15024,4,33.26,0.487,0.109,51815
C0014267,BR092,18718,3,64.02,0.095,0.135,48390
C0034657,BR018,4723,3,40.84,0.151,0.649,17390
C0016394,BR059,9227,3,23.59,0.114,0.23,45834
C0028230,BR045,15543,2,37.16,0.276,0.084,60000
C0023911,BR091,12009,5,16.25,0.137,0.564,50500
C0031968,BR078,19323,1,8.95,0.138,0.076,60000
C0027951,BR025,19728,2,35.64,0.224,0.556,60000
C0023612,BR037,9782,1,47.66,0.206,0.325,21621
C0016152,BR039,3274,2,12.42,0.095,0.189,14167
C0045843,BR034,7481,1,21.1,0.025,0.548,33259
C0055554,BR010,1935,3,59.88,0.218,0.25,5000
C0012739,BR087,4586,1,36.1,0.172,0.25,21548
C0043557,BR075,8656,1,15.33,0.272,0.383,40650
C0028713,BR070,10398,1,5.18,0.354,0.199,45432
C0010245,BR064,15808,3,52.09,0.614,0.709,51838
C0031444,BR060,17020,3,13.86,0.063,0.292,60000
C0049094,BR037,19065,2,15.49,0.068,0.083,39450
C0011026,BR047,9362,2,19.71,0.16,0.308,21758
C0039407,BR001,4172,1,31.25,0.602,0.079,17249
C0018913,BR093,3264,4,24.78,0.096,0.296,6530
C0011385,BR080,7473,5,53.16,0.207,0.351,37198
C0047907,BR047,5872,2,20.49,0.223,0.529,17787
C0014875,BR075,12811,3,30.39,0.196,0.453,52695
C0028491,BR038,8002,4,6.97,0.408,0.167,20076
C0038958,BR065,11464,4,19.61,0.262,0.404,46835
C0030834,BR085,12381,1,8.78,0.094,0.455,53387
C0005822,BR088,13691,2,15.17,0.561,0.059,48132
C0000749,BR092,11093,1,38.8,0.045,0.314,33375
C0055670,BR025,5274,3,45.34,0.229,0.41,11111
C0047187,BR094,15116,1,8.48,0.219,0.297,40792
C0034168,BR078,17366,1,12.17,0.508,0.607,60000
C0051453,BR035,14879,2,43.33,0.03,0.079,32690
C0026817,BR048,16390,3,42.94,0.462,0.227,60000
C0034789,BR083,6502,2,21.85,0.096,0.327,18994
C0047072,BR046,10635,6,22.92,0.658,0.336,24122
C0025314,BR064,8971,2,39.75,0.14,0.319,26014
C0051924,BR002,14946,3,20.51,0.067,0.243,42722
C0039901,BR097,19960,3,34.06,0.159,0.535,60000
C0031281,BR096,3117,1,11.91,0.414,0.113,14334
C0046888,BR010,11378,4,12.32,0.6,0.45,53270
C0020431,BR009,8828,5,30.36,0.179,0.168,26661
C0045583,BR040,11153,3,19.77,0.569,0.36,54023
C0027616,BR046,10454,4,66.13,0.035,0.254,40178
C0043816,BR022,5181,1,25.79,0.141,0.117,24044
C0035999,BR063,17694,1,49.5,0.105,0.286,60000
C0017857,BR061,9380,2,33.04,0.047,0.253,33883
C0048191,BR094,8408,4,14.92,0.299,0.371,19618
C0026848,BR040,19420,5,31.78,0.264,0.141,60000
C0051319,BR038,14384,3,23.46,0.107,0.411,46964
C0049035,BR039,10113,2,24.57,0.368,0.4,46952
C0015697,BR047,10196,3,6.44,0.157,0.142,42174
C0008075,BR081,17658,0,24.95,0.371,0.068,60000
C0042356,BR010,5702,5,19.14,0.175,0.198,13955
C0017235,BR083,9997,4,11.01,0.109,0.195,38470
C0050506,BR019,3045,3,21.77,0.046,0.364,8562
C0009672,BR063,5376,0,52.69,0.087,0.154,15350
C0057655,BR065,18860,0,2.77,0.415,0.235,60000
C0018392,BR036,11732,2,39.3,0.068,0.382,27540
C0053153,BR010,1810,8,7.45,0.094,0.044,5000
C0022187,BR037,3274,2,22.9,0.086,0.392,8764
C0046567,BR097,18552,1,34.19,0.266,0.685,60000
C0046704,BR035,9348,4,35.44,0.087,0.431,36551
C0042888,BR061,1602,2,24.26,0.012,0.654,6264
C0054990,BR067,18224,0,9.33,0.548,0.145,56060
C0025160,BR090,2951,4,18.06,0.03,0.756,9343
C0014401,BR014,14020,4,36.1,0.266,0.213,47784
C0037161,BR005,19630,4,45.87,0.237,0.369,60000
C0054019,BR045,5277,2,48.34,0.173,0.214,22992
C0016505,BR027,11023,3,42.55,0.216,0.532,45359
C0011611,BR075,6259,1,44.34,0.497,0.598,24233
C0026505,BR025,9775,1,29.1,0.128,0.275,31894
C0021239,BR034,7109,0,22.76,0.345,0.867,31745
C0017639,BR099,5327,8,16.4,0.37,0.389,17430
C0014115,BR047,14946,4,20.52,0.32,0.269,59842
C0041749,BR064,16623,3,11.77,0.342,0.271,41925
C0043539,BR050,8304,4,5.23,0.076,0.172,35522
C0017591,BR050,5373,2,20.32,0.026,0.373,22568
C0038609,BR033,9152,2,22.59,0.124,0.431,23736
C0032618,BR039,13497,4,56.06,0.402,0.22,31490
C0047765,BR009,18124,2,53.77,0.008,0.073,60000
C0000779,BR011,5116,1,27.68,0.165,0.278,15255
C0034026,BR030,6218,0,34.82,0.104,0.346,17526
C0023202,BR009,16132,1,29.93,0.362,0.058,43978
C0050998,BR100,19995,1,13.25,0.305,0.061,60000
C0011695,BR046,1647,7,9.14,0.439,0.528,5781
C0036922,BR003,3227,1,42.31,0.03,0.108,13576
C0005413,BR025,4595,2,15.47,0.324,0.234,18689
C0028783,BR093,11255,5,51.72,0.111,0.567,44290
C0043035,BR005,15033,4,22.1,0.412,0.136,60000
C0000639,BR099,10824,3,53.54,0.332,0.573,43163
C0057381,BR028,16099,6,14.36,0.062,0.194,48506
C0050758,BR026,15839,4,30.0,0.136,0.072,47119
C0051152,BR053,8771,4,18.49,0.043,0.422,23531
C0053156,BR032,13291,2,26.22,0.132,0.373,40314
C0041453,BR097,13184,2,50.1,0.073,0.495,36263
C0031883,BR044,8273,3,32.7,0.181,0.913,30237
C0035871,BR039,19515,3,18.51,0.228,0.303,60000
C0021529,BR064,11745,5,32.38,0.169,0.753,29263
C0019332,BR015,15575,0,20.23,0.091,0.558,60000
C0004114,BR058,9936,1,45.53,0.136,0.273,48984
C0035875,BR043,11098,2,34.08,0.638,0.236,49860
C0033741,BR023,2701,0,26.59,0.027,0.232,6788
C0057295,BR002,14983,2,33.48,0.421,0.362,60000
C0029277,BR023,14854,3,18.03,0.184,0.382,46153
C0036708,BR047,2629,2,27.53,0.199,0.25,9026
C0016776,BR071,7386,6,52.09,0.16,0.207,29999
C0042426,BR032,16537,3,26.22,0.304,0.414,44285
C0008902,BR047,2297,2,64.13,0.271,0.324,7537
C0017263,BR079,19916,4,30.33,0.059,0.347,60000
C0030829,BR066,15561,5,56.62,0.26,0.424,44455
C0056141,BR030,4192,9,19.87,0.308,0.216,20635
C0005188,BR085,7475,3,24.7,0.27,0.702,30066
C0003037,BR060,4874,1,21.08,0.479,0.403,23085
C0043866,BR097,3153,1,1.64,0.067,0.236,12750
C0007465,BR044,16467,3,3.77,0.102,0.577,60000
C0021114,BR068,15557,5,26.73,0.012,0.254,55990
C0036404,BR059,2592,3,74.68,0.187,0.221,9505
C0026668,BR024,6494,5,10.16,0.149,0.551,30693
C0012885,BR072,16566,3,19.68,0.331,0.345,60000
C0038999,BR068,2830,5,8.68,0.324,0.184,9467
C0014710,BR044,18206,1,51.29,0.059,0.616,56800
C0036194,BR033,9129,2,5.97,0.057,0.385,27770
C0056342,BR010,3347,4,32.97,0.199,0.426,9679
C0013849,BR062,5875,3,14.46,0.079,0.46,14623
C0040837,BR034,5912,4,11.55,0.129,0.669,12686
C0034229,BR064,12851,3,3.02,0.062,0.461,53981
C0037221,BR046,17585,6,50.75,0.167,0.095,60000
C0015421,BR100,7781,1,34.69,0.37,0.689,34175
C0039286,BR011,3951,1,39.88,0.413,0.076,10713
C0035315,BR064,14414,0,42.6,0.277,0.382,60000
C0016676,BR005,9302,1,40.06,0.1,0.364,45510
C0020910,BR086,14205,5,36.05,0.343,0.362,39604
C0023934,BR063,14444,4,32.06,0.425,0.701,36257
C0031724,BR094,6308,4,15.2,0.137,0.076,25754
C0024924,BR050,3811,2,1.43,0.236,0.301,18277
C0036496,BR071,7152,2,33.54,0.151,0.396,23614
C0058820,BR010,4764,2,15.81,0.045,0.497,19111
C0001069,BR014,1818,2,13.97,0.119,0.356,6922
C0011500,BR028,4443,2,14.87,0.244,0.243,11565
C0031403,BR055,4128,3,9.16,0.077,0.199,12350
C0041555,BR040,11235,6,57.19,0.119,0.341,48323
C0004219,BR019,8971,3,41.63,0.281,0.715,25364
C0050315,BR069,12595,5,74.2,0.074,0.404,28842
C0027063,BR037,12710,5,35.06,0.034,0.124,38647
C0041242,BR047,7973,7,11.65,0.039,0.171,18420
C0014409,BR079,15487,2,26.76,0.187,0.484,60000
C0006588,BR058,7482,3,24.39,0.401,0.222,16387
C0024645,BR001,7977,1,44.95,0.182,0.135,29834
C0001764,BR019,16934,5,25.73,0.396,0.059,53543
C0054086,BR098,15354,5,9.62,0.112,0.276,51068
C0034800,BR024,16557,2,38.82,0.12,0.212,60000
C0027577,BR024,11718,4,24.47,0.184,0.135,57092
C0004225,BR036,8112,3,20.18,0.545,0.259,19939
C0023289,BR093,19182,1,7.42,0.007,0.247,52747
C0016214,BR058,2782,2,43.73,0.026,0.325,6871
C0018359,BR035,2324,2,23.47,0.181,0.633,5000
C0001103,BR083,16526,0,6.98,0.182,0.099,60000
C0029738,BR040,14072,4,40.43,0.132,0.062,59172
C0019879,BR088,16868,4,8.73,0.149,0.568,35408
C0018771,BR004,17549,4,57.84,0.304,0.607,41267
C0027096,BR057,2013,5,27.95,0.459,0.232,7923
C0057834,BR091,18929,3,36.92,0.22,0.345,55810
C0001139,BR079,14704,4,21.18,0.189,0.287,35700
C0039241,BR075,7514,3,42.47,0.095,0.148,33614
C0008693,BR069,4988,5,18.34,0.194,0.346,20827
C0011275,BR022,18643,8,15.0,0.178,0.178,60000
C0055082,BR069,11457,3,19.45,0.109,0.22,49775
C0057052,BR091,9888,4,15.12,0.398,0.421,35843
C0020432,BR037,4726,4,6.51,0.051,0.221,9658
C0043839,BR010,8463,4,21.82,0.162,0.3,34504
C0029716,BR080,5029,3,57.43,0.086,0.643,25040
C0020986,BR070,7879,2,12.9,0.432,0.425,18182
C0030968,BR072,18369,0,42.98,0.069,0.265,60000
C0013548,BR061,10647,2,16.7,0.106,0.481,23815
C0034957,BR019,4313,6,20.89,0.257,0.099,16473
C0030779,BR068,14889,4,31.03,0.313,0.401,60000
C0031655,BR029,11032,1,21.01,0.243,0.252,50372
C0004978,BR066,10900,1,38.76,0.122,0.239,48038
C0002605,BR014,17979,4,33.48,0.325,0.534,60000
C0058891,BR051,13902,2,19.66,0.169,0.375,52205
C0029562,BR073,10196,3,18.66,0.03,0.224,38299
C0045953,BR035,5057,1,20.18,0.393,0.39,17986
C0038995,BR068,2872,1,43.79,0.211,0.289,11888
C0041546,BR051,17766,4,23.11,0.247,0.302,60000
C0024689,BR003,4334,1,44.3,0.158,0.222,12231
C0036537,BR094,11259,2,33.22,0.123,0.22,48836
C0059368,BR014,10840,6,34.97,0.282,0.145,40061
C0022340,BR059,14418,2,44.89,0.141,0.367,56560
C0003601,BR087,5378,1,70.79,0.227,0.51,15739
C0038491,BR087,9019,10,31.41,0.613,0.698,25171
C0050065,BR058,5429,2,30.48,0.219,0.209,25146
C0003905,BR004,4203,1,30.89,0.156,0.497,10206
C0015592,BR057,13308,3,29.24,0.265,0.513,48270
C0002208,BR064,13507,2,13.44,0.217,0.427,32323
C0026329,BR068,2894,6,36.28,0.093,0.185,12895
C0011174,BR025,7631,1,26.34,0.239,0.586,26032
C0006353,BR092,15414,4,10.29,0.175,0.326,57054
C0002808,BR088,2724,3,22.21,0.051,0.286,9284
C0057761,BR062,18882,2,41.73,0.062,0.313,60000
C0056809,BR016,5828,3,41.61,0.062,0.099,13401
C0059060,BR001,11734,2,24.54,0.221,0.489,43995
C0003042,BR048,5613,2,52.37,0.096,0.511,22555
C0039443,BR054,13188,1,28.45,0.049,0.053,60000
C0053133,BR075,17703,6,17.28,0.145,0.123,44704
C0046492,BR085,2987,9,10.67,0.473,0.349,13128
C0054468,BR035,11671,4,31.03,0.105,0.652,28521
C0014363,BR061,17220,2,2.52,0.169,0.698,60000
C0057015,BR026,11367,1,24.54,0.026,0.296,24322
C0034781,BR014,9687,1,40.4,0.079,0.161,48369
C0046232,BR071,6394,2,39.82,0.336,0.495,27009
C0059485,BR017,12333,2,34.08,0.033,0.601,53059
C0040883,BR055,13085,1,48.19,0.211,0.382,51049
C0047158,BR071,19461,0,8.7,0.163,0.387,60000
C0042963,BR013,4576,5,41.67,0.011,0.357,10072
C0015949,BR085,18814,3,33.48,0.104,0.672,60000
C0027930,BR084,5745,1,12.47,0.092,0.377,26431
C0003767,BR037,14968,1,40.07,0.24,0.397,60000
C0021102,BR018,7678,4,35.31,0.042,0.417,20093
C0048575,BR098,10606,2,20.3,0.137,0.202,47929
C0037898,BR067,2166,1,38.16,0.205,0.276,9888
C0009023,BR099,4304,5,31.37,0.065,0.369,13630
C0011623,BR039,11856,4,75.54,0.226,0.117,52943
C0037785,BR039,19607,6,53.52,0.205,0.528,56848
C0005334,BR032,12297,5,30.47,0.041,0.402,59672
C0003908,BR030,9950,1,29.47,0.466,0.189,36733
C0027638,BR082,14888,6,32.59,0.262,0.353,50457
C0015102,BR007,16701,2,11.72,0.129,0.124,33987
C0051343,BR055,2867,3,21.17,0.339,0.447,11371
C0042059,BR031,10166,4,21.16,0.199,0.508,45708
C0030088,BR006,16102,5,16.8,0.073,0.416,44821
C0015803,BR099,7178,3,13.09,0.24,0.295,31443
C0048066,BR044,14208,7,33.04,0.059,0.396,55563
C0018259,BR095,15110,4,36.54,0.325,0.574,53420
C0044041,BR001,5889,4,40.12,0.091,0.124,22934
C0003550,BR053,10870,2,49.24,0.243,0.183,24568
C0056018,BR071,7164,2,27.25,0.387,0.244,25721
C0030056,BR047,17665,4,31.56,0.046,0.153,54763
C0005394,BR094,2123,0,4.67,0.103,0.606,7690
C0000145,BR080,3801,1,66.1,0.084,0.235,16811
C0007932,BR027,7403,5,33.26,0.216,0.386,35324
C0041436,BR056,18233,2,69.13,0.229,0.291,60000
C0002832,BR089,6495,4,24.16,0.312,0.69,17908
C0031302,BR091,2750,3,13.97,0.075,0.523,9119
C0058914,BR052,6100,2,9.33,0.395,0.742,23101
C0026071,BR047,7840,0,24.3,0.031,0.545,27436
C0051573,BR008,10980,6,33.1,0.433,0.18,51520
C0043431,BR087,10004,4,53.55,0.058,0.167,37911
C0000153,BR086,10966,3,41.32,0.502,0.308,44110
C0008925,BR098,9305,6,31.4,0.387,0.612,35590
C0000855,BR089,2202,3,55.41,0.085,0.381,5562
C0023588,BR045,3150,10,40.71,0.521,0.232,13078
C0012436,BR024,18634,2,14.03,0.23,0.179,60000
C0040686,BR053,4941,4,45.32,0.185,0.158,24333
C0047339,BR061,2345,4,30.8,0.481,0.151,8187
C0016053,BR030,16280,4,15.49,0.018,0.116,60000
C0051559,BR062,4518,0,38.65,0.208,0.653,18705
C0036296,BR062,15202,1,13.36,0.027,0.072,60000
C0054906,BR075,16339,3,20.05,0.057,0.352,60000
C0002071,BR084,8988,4,5.81,0.111,0.397,28832
C0018091,BR050,8698,3,49.93,0.615,0.307,17552
C0037492,BR002,5330,2,12.41,0.354,0.191,25822
C0031694,BR020,3863,8,22.93,0.46,0.268,18202
C0008254,BR096,15057,3,24.68,0.078,0.619,60000
C0004996,BR078,11013,4,14.96,0.173,0.101,35018
C0030532,BR007,12999,5,38.55,0.436,0.285,31446
C0030398,BR071,11904,8,44.6,0.021,0.376,59203
C0039497,BR003,12626,4,27.24,0.215,0.342,49199
C0056867,BR023,12057,0,34.59,0.149,0.358,52292
C0022186,BR037,18011,3,48.97,0.23,0.509,60000
C0014266,BR086,18814,3,26.64,0.173,0.575,60000
C0047391,BR036,3286,4,11.01,0.042,0.725,16107
C0034913,BR035,5146,1,8.61,0.1,0.264,18052
C0004696,BR001,3199,5,53.52,0.125,0.032,11480
C0009971,BR098,2992,2,9.26,0.525,0.323,8048
C0024298,BR042,12593,2,7.15,0.018,0.361,29357
C0011204,BR021,11711,5,33.33,0.137,0.676,51401
C0014524,BR031,13053,4,18.68,0.27,0.3,50678
C0005427,BR097,4893,5,68.84,0.029,0.201,13526
C0018068,BR068,19904,1,10.4,0.115,0.27,60000
C0038321,BR083,18566,2,10.37,0.29,0.576,60000
C0042527,BR090,15936,2,17.29,0.147,0.308,60000
C0020502,BR089,6777,2,48.24,0.174,0.474,16601
C0013277,BR066,15920,1,28.11,0.18,0.34,55219
C0033265,BR045,19787,3,58.72,0.069,0.375,60000
C0055000,BR088,14735,3,45.5,0.239,0.346,52573
C0017681,BR085,6992,4,22.08,0.287,0.2,23732
C0010591,BR064,6588,4,16.03,0.236,0.394,14673
C0025095,BR003,11746,1,16.84,0.301,0.199,57270
C0051961,BR032,8480,1,28.74,0.248,0.157,36286
C0044548,BR070,15222,3,36.69,0.17,0.14,60000
C0040860,BR064,4408,2,42.52,0.125,0.24,20670
C0040070,BR096,7863,2,20.38,0.336,0.327,35465
C0004955,BR096,3774,5,43.84,0.098,0.479,10259
C0003103,BR008,19948,1,76.23,0.145,0.773,48684
C0025507,BR091,19792,2,5.34,0.261,0.55,44441
C0010825,BR047,19314,3,27.89,0.109,0.318,60000
C0037050,BR028,15394,4,18.73,0.258,0.574,52859
C0052019,BR068,14851,3,48.86,0.163,0.12,35451
C0003084,BR062,11868,2,9.02,0.069,0.629,55300
C0016734,BR030,12868,4,7.26,0.133,0.417,31590
C0027837,BR060,11352,5,18.19,0.357,0.476,23786
C0026506,BR041,9589,1,1.28,0.602,0.421,35349
C0026294,BR100,8571,4,68.16,0.066,0.334,33575
C0040600,BR072,14092,5,11.92,0.061,0.429,52966
C0034550,BR100,3571,4,16.51,0.233,0.189,11484
C0029862,BR079,3037,5,42.12,0.185,0.33,7366
C0041237,BR074,12946,3,61.02,0.116,0.241,50064
C0048556,BR013,8414,1,19.89,0.204,0.234,31676
C0009713,BR072,7229,4,28.79,0.276,0.663,33693
C0043809,BR021,3551,3,39.62,0.009,0.282,13684
C0026525,BR050,19266,2,49.98,0.211,0.235,60000
C0005313,BR078,8299,1,16.8,0.328,0.429,23946
C0006907,BR005,14229,3,30.03,0.249,0.386,34333
C0057220,BR036,17575,3,31.83,0.32,0.607,45212
C0005502,BR024,5242,2,23.13,0.444,0.19,19202
C0014795,BR004,17752,3,5.76,0.176,0.325,60000
C0010834,BR088,15726,2,15.02,0.226,0.178,44310
C0054377,BR065,18786,2,55.56,0.265,0.407,60000
C0042897,BR013,5134,0,14.24,0.093,0.622,14752
C0041111,BR075,11636,5,21.43,0.28,0.201,52862
C0004849,BR075,19928,2,28.33,0.107,0.137,49991
C0047278,BR033,5011,1,11.6,0.373,0.643,23671
C0014326,BR055,3986,2,29.59,0.081,0.425,13999
C0046484,BR035,8031,4,36.26,0.02,0.577,17345
C0015138,BR013,19672,3,13.69,0.219,0.419,42939
C0054756,BR082,19621,1,8.01,0.322,0.174,51101
C0003642,BR012,6187,5,47.92,0.288,0.618,14523
C0009592,BR082,8045,2,19.49,0.161,0.143,36713
C0008276,BR014,6075,3,11.27,0.319,0.167,29879
C0024377,BR030,17293,3,28.72,0.248,0.128,56989
C0013767,BR065,13454,8,37.24,0.035,0.193,60000
C0007162,BR005,18481,1,41.18,0.253,0.435,60000
C0004861,BR040,14093,1,31.08,0.13,0.218,60000
C0028283,BR040,16562,3,16.46,0.411,0.23,55009
C0044563,BR087,7246,3,9.68,0.245,0.54,22736
C0002472,BR015,7543,5,33.18,0.356,0.219,36091
C0018536,BR061,14803,2,11.03,0.081,0.676,60000
C0039099,BR001,7082,2,22.51,0.077,0.227,29347
C0055567,BR089,13139,3,43.89,0.4,0.122,36295
C0041507,BR030,19791,4,48.47,0.379,0.399,60000
C0033362,BR050,14851,4,22.16,0.125,0.192,36488
C0031296,BR053,18565,3,22.33,0.193,0.148,60000
C0012004,BR092,19654,1,36.11,0.121,0.241,59976
C0024485,BR003,11964,0,21.39,0.573,0.158,41174
C0027663,BR094,16408,3,34.8,0.028,0.073,60000
C0007239,BR077,5575,2,14.29,0.042,0.358,15610
C0040975,BR077,18700,5,13.36,0.088,0.28,60000
C0013758,BR079,17281,0,24.12,0.149,0.491,60000
C0045243,BR018,11287,0,29.87,0.066,0.094,50423
C0017548,BR097,6615,1,19.56,0.125,0.402,26457
C0017897,BR071,9663,2,26.46,0.078,0.286,36069
C0045550,BR029,5897,2,37.86,0.164,0.268,13261
C0022805,BR046,5131,3,3.83,0.25,0.287,11191
C0010629,BR005,17930,3,33.22,0.18,0.403,58189
C0021419,BR079,12785,2,36.05,0.155,0.345,28207
C0046101,BR097,7365,4,11.31,0.035,0.416,25269
C0046921,BR030,7397,2,18.36,0.209,0.175,22942
C0054894,BR010,17335,4,52.56,0.674,0.386,59149
C0005361,BR016,4698,1,26.81,0.344,0.482,13825
C0050440,BR081,9638,4,21.97,0.568,0.097,23656
C0047938,BR079,6184,2,41.65,0.1,0.193,14645
C0011414,BR074,19558,2,9.28,0.524,0.354,60000
C0015736,BR008,16445,1,51.41,0.332,0.278,49949
C0018620,BR078,4171,5,16.94,0.097,0.289,16588
C0017149,BR036,18340,1,2.83,0.407,0.225,60000
C0056726,BR027,11399,3,59.14,0.069,0.065,46242
C0015065,BR044,6857,1,19.04,0.04,0.372,29815
C0004072,BR030,9773,2,34.81,0.18,0.322,30210
C0010304,BR022,8086,6,28.86,0.413,0.389,33904
C0049508,BR064,10243,4,24.26,0.179,0.282,50871
C0017405,BR089,8928,3,9.19,0.141,0.116,44085
C0051172,BR035,6694,1,15.37,0.256,0.541,32161
C0006291,BR096,18564,1,37.24,0.24,0.305,60000
C0025484,BR099,15303,8,28.82,0.244,0.527,47959
C0025246,BR085,11456,6,12.85,0.035,0.217,30932
C0004209,BR070,17153,3,33.26,0.105,0.407,38398
C0024999,BR015,13574,3,6.05,0.245,0.644,49172
C0047842,BR072,13315,2,16.57,0.146,0.177,55871
C0053859,BR039,13744,3,19.79,0.27,0.504,37717
C0023578,BR082,14554,4,11.87,0.079,0.236,60000
C0055152,BR041,5300,1,55.39,0.226,0.409,13137
C0036239,BR085,19709,4,11.47,0.071,0.673,60000
C0042236,BR014,2699,3,63.55,0.154,0.651,9948
C0052408,BR046,19488,3,29.28,0.21,0.216,60000
C0058061,BR025,13156,2,36.16,0.138,0.629,46399
C0011601,BR057,1549,1,53.26,0.101,0.202,6664
C0018273,BR037,12753,4,23.85,0.011,0.767,52258
C0012421,BR026,19566,2,22.23,0.522,0.224,59349
C0031609,BR066,10391,5,12.85,0.043,0.566,31103
C0048463,BR028,16456,1,28.74,0.216,0.319,60000
C0041559,BR089,4086,2,49.12,0.108,0.238,11274
C0056619,BR016,7518,1,21.46,0.15,0.245,17838
C0010390,BR094,6122,1,15.66,0.319,0.199,22704
C0051184,BR064,18421,2,26.02,0.457,0.262,43812
